participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
121	bob	United States of America	men	Once a fighter who had won the hearts of fans with his excellent sensibility and handsome good looks, he decided to transform himself completely by gaining weight to eliminate the perceived disadvantage he had in a fight due to his body type. His fans were disappointed, as on the outside it looked like he'd merely put on a few too many pounds, but Bob was definitely pleased with himself.	Speed and weight!	Dominance	He entered the sixth tournament to silence his doubters.	I confirm that I am at least 18 years old, I can understand the text of this survey, and I can clearly view the images embedded below and that I consent to do this survey. KB	yes	55-64	some_college	no	sfv	no	yes	never	often	often	English				Male	Male	White	White	American	US American	n/a	4	7	1	1	7	1	6	5	6	1	7	4	7	7	5	3	2	3	6	4	1	1	6	2	2	7	7
121	birdie	United Kingdom	men	With a history that dates back to the original Street Fighter, Birdie’s appearance has changed dramatically over the years. He’s gone from being a muscular brute in the Alpha series to a beer bellied glutton in Street Fighter V.	Oi! It ain't too late to run home to Mum, now!	Antisocial	He is a hulking black British punk rocker who fights using chains.	I confirm that I am at least 18 years old, I can understand the text of this survey, and I can clearly view the images embedded below and that I consent to do this survey. KB	yes	55-64	some_college	no	sfv	no	yes	never	often	often	English				Male	Male	White	White	American	US American	n/a	1	6	2	1	6	4	6	6	6	6	1	6	6	7	5	2	2	2	4	2	2	1	7	3	3	6	7
121	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	I confirm that I am at least 18 years old, I can understand the text of this survey, and I can clearly view the images embedded below and that I consent to do this survey. KB	yes	55-64	some_college	no	sfv	no	yes	never	often	often	English				Male	Male	White	White	American	US American	n/a	5	4	4	3	1	5	3	6	2	7	1	2	5	7	6	4	5	2	3	5	3	1	3	3	1	1	4
121	alex	United States of America	men	First appearing in Street Fighter III: New Generation, Alex is a hard-hitting fighter who combines wrestling and kick-boxing techniques for dramatic effect. He lives in Manhattan and trains with Tom, a friend of his late father.	Okay. Let's rumble.	For a Male	He enters the third World Warrior tournament after its sponsor, Gill, seriously injures his best friend and father figure Tom.	I confirm that I am at least 18 years old, I can understand the text of this survey, and I can clearly view the images embedded below and that I consent to do this survey. KB	yes	55-64	some_college	no	sfv	no	yes	never	often	often	English				Male	Male	White	White	American	US American	n/a	1	2	6	5	1	6	5	7	6	7	1	2	3	7	1	4	4	2	2	5	5	2	2	7	3	7	7
381	asuka	Japan	women	Daughter of the Kazama Traditional Martial Arts School and known as 'Gang Mediator' in her hometown. Ever since she involved herself in a certain street fight, Lili has viewed her as a rival. She knows that Jin Kazama is her cousin and vows to take him down.	When you resort to fighting, everyone loses.	Save the World	She believes very strongly in justice and devotes much of her free time to being a "pacifist" vigilante who is breaking up fights.	yes	yes	25-34	high	no	no	yes	yes	daily	occasionally	occasionally	English				Female	Female	White/Hispanic	Hispanic + White	Usa	US American	No Comments.	6	7	2	5	2	2	4	3	2	4	4	7	7	4	2	6	6	6	4	6	5	6	1	6	7	6	6
381	bob	United States of America	men	Once a fighter who had won the hearts of fans with his excellent sensibility and handsome good looks, he decided to transform himself completely by gaining weight to eliminate the perceived disadvantage he had in a fight due to his body type. His fans were disappointed, as on the outside it looked like he'd merely put on a few too many pounds, but Bob was definitely pleased with himself.	Speed and weight!	Dominance	He entered the sixth tournament to silence his doubters.	yes	yes	25-34	high	no	no	yes	yes	daily	occasionally	occasionally	English				Female	Female	White/Hispanic	Hispanic + White	Usa	US American	No Comments.	5	2	2	1	7	3	6	5	6	2	4	5	5	5	1	4	7	7	4	2	2	1	7	7	1	3	4
381	birdie	United Kingdom	men	With a history that dates back to the original Street Fighter, Birdie’s appearance has changed dramatically over the years. He’s gone from being a muscular brute in the Alpha series to a beer bellied glutton in Street Fighter V.	Oi! It ain't too late to run home to Mum, now!	Antisocial	He is a hulking black British punk rocker who fights using chains.	yes	yes	25-34	high	no	no	yes	yes	daily	occasionally	occasionally	English				Female	Female	White/Hispanic	Hispanic + White	Usa	US American	No Comments.	4	3	3	3	6	4	5	6	7	5	3	7	2	5	4	5	1	3	5	2	4	1	6	3	1	2	2
381	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	yes	yes	25-34	high	no	no	yes	yes	daily	occasionally	occasionally	English				Female	Female	White/Hispanic	Hispanic + White	Usa	US American	No Comments.	2	4	5	7	1	2	5	7	2	7	1	1	4	5	7	4	6	3	6	7	5	2	1	2	6	3	3
381	alex	United States of America	men	First appearing in Street Fighter III: New Generation, Alex is a hard-hitting fighter who combines wrestling and kick-boxing techniques for dramatic effect. He lives in Manhattan and trains with Tom, a friend of his late father.	Okay. Let's rumble.	For a Male	He enters the third World Warrior tournament after its sponsor, Gill, seriously injures his best friend and father figure Tom.	yes	yes	25-34	high	no	no	yes	yes	daily	occasionally	occasionally	English				Female	Female	White/Hispanic	Hispanic + White	Usa	US American	No Comments.	6	3	5	6	2	2	2	2	4	7	1	3	5	7	1	5	4	5	5	5	4	1	2	6	2	5	4
236	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34	bachelors	both	both	yes	yes	weekly	occasionally	often	English	Tamil	Hindi		Male	Male	Asian	Asian	Indian	Indian		3	3	7	5	4	3	5	2	6	6	3	3	5	7	3	4	7	7	6	6		4	3	4	6	7	5
236	nash	United States of America	men	Written off as dead after the events of the Street Fighter Alpha series, Nash makes an unexpected return in Street Fighter V. His Frankenstein’s monster-esque appearance suggests he’s not the harbinger of justice we once knew…	I'll show no mercy!	For Duty	He is a former Captain of the United States Air Force and friend of Guile.	yes	yes	25-34	bachelors	both	both	yes	yes	weekly	occasionally	often	English	Tamil	Hindi		Male	Male	Asian	Asian	Indian	Indian		3	3	6	6	5	6	3	6	6	6	3	3	4	5	3	6	3	3	3	6	6	3	3	6	3	2	4
236	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	bachelors	both	both	yes	yes	weekly	occasionally	often	English	Tamil	Hindi		Male	Male	Asian	Asian	Indian	Indian		3	3	6	6	4	3	4	3	3	3	5	3	3	5	3	6	7	7	6	7	6	6	3	6	2	6	2
236	deviljin	Unknown	men	After he defeated Azazel, Jin Kazama was apprehended by UN troops. As his unconscious body was being transported by helicopter, he became possessed by his devil form, ripped free from his straitjacket, tore through the helicopter's fuselage with a powerful beam attack, and then escaped. Intermittently fending off the UN's attempts to recapture him, Devil Jin wandered the desert until he stumbled across a town in the Middle East. His arrival at the town's bazaar sent the civilians fleeing for their lives, turning the once buzzing settlement into an abandoned husk. That is until a certain someone showed his face…	Fear my wrath.	Dominance	He seeks to achieve ultimate power and will do whatever it takes to achieve it.	yes	yes	25-34	bachelors	both	both	yes	yes	weekly	occasionally	often	English	Tamil	Hindi		Male	Male	Asian	Asian	Indian	Indian		4	3	5	5	7	3	4	3	3	6	3	2	2	6	2	6	5	6	6	6	6	3	3	6	6	2	5
236	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	25-34	bachelors	both	both	yes	yes	weekly	occasionally	often	English	Tamil	Hindi		Male	Male	Asian	Asian	Indian	Indian		3	5	3	6	6	6	6	3	5	3	5	3	4	6	5	5	3	5	3	5	6	3	6	3	3	6	3
61	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34	associate	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		7	7	1	4	1	1	3	1	4	2	7	4	4	4	1	4	4	7	7	4	2	6	1	4	1	1	6
61	nash	United States of America	men	Written off as dead after the events of the Street Fighter Alpha series, Nash makes an unexpected return in Street Fighter V. His Frankenstein’s monster-esque appearance suggests he’s not the harbinger of justice we once knew…	I'll show no mercy!	For Duty	He is a former Captain of the United States Air Force and friend of Guile.	yes	yes	25-34	associate	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		1	3	5	5	1	4	4	6	4	7	1	2	4	1	4	4	4	2	4	3	4	2	1	2	2	7	7
61	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	associate	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		7	1	7	7	1	6	5	4	4	3	6	5	5	7	1	4	4	4	2	4	6	5	1	7	2	1	7
61	deviljin	Unknown	men	After he defeated Azazel, Jin Kazama was apprehended by UN troops. As his unconscious body was being transported by helicopter, he became possessed by his devil form, ripped free from his straitjacket, tore through the helicopter's fuselage with a powerful beam attack, and then escaped. Intermittently fending off the UN's attempts to recapture him, Devil Jin wandered the desert until he stumbled across a town in the Middle East. His arrival at the town's bazaar sent the civilians fleeing for their lives, turning the once buzzing settlement into an abandoned husk. That is until a certain someone showed his face…	Fear my wrath.	Dominance	He seeks to achieve ultimate power and will do whatever it takes to achieve it.	yes	yes	25-34	associate	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		2	2	4	6	1	7	4	7	4	7	1	2	2	4	3	4	4	2	1	3	5	4	1	5	2	1	7
61	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	25-34	associate	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		1	4	2	5	1	7	4	7	5	7	1	4	4	7	2	4	4	2	1	3	6	4	2	2	2	7	7
294	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34	bachelors	both	both	yes	yes	daily	often	often	English				Female	Female	White	White	White (United States)	US American		7	6	3	5	3	2	2	2	2	2	7	6	5	6	2	7	5	6	7	5	3	4	2	5	6	7	7
294	nash	United States of America	men	Written off as dead after the events of the Street Fighter Alpha series, Nash makes an unexpected return in Street Fighter V. His Frankenstein’s monster-esque appearance suggests he’s not the harbinger of justice we once knew…	I'll show no mercy!	For Duty	He is a former Captain of the United States Air Force and friend of Guile.	yes	yes	25-34	bachelors	both	both	yes	yes	daily	often	often	English				Female	Female	White	White	White (United States)	US American		3	1	6	4	2	1	5	7	5	7	1	1	2	5	2	5	6	2	6	6	5	2	2	6	5	4	6
294	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	bachelors	both	both	yes	yes	daily	often	often	English				Female	Female	White	White	White (United States)	US American		5	2	7	7	2	2	5	6	2	3	2	6	1	6	2	5	7	2	7	5	7	6	2	6	6	7	5
294	deviljin	Unknown	men	After he defeated Azazel, Jin Kazama was apprehended by UN troops. As his unconscious body was being transported by helicopter, he became possessed by his devil form, ripped free from his straitjacket, tore through the helicopter's fuselage with a powerful beam attack, and then escaped. Intermittently fending off the UN's attempts to recapture him, Devil Jin wandered the desert until he stumbled across a town in the Middle East. His arrival at the town's bazaar sent the civilians fleeing for their lives, turning the once buzzing settlement into an abandoned husk. That is until a certain someone showed his face…	Fear my wrath.	Dominance	He seeks to achieve ultimate power and will do whatever it takes to achieve it.	yes	yes	25-34	bachelors	both	both	yes	yes	daily	often	often	English				Female	Female	White	White	White (United States)	US American		3	1	5	5	3	7	6	1	5	6	2	2	6	6	2	2	2	2	2	2	6	2	2	5	2	5	6
294	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	25-34	bachelors	both	both	yes	yes	daily	often	often	English				Female	Female	White	White	White (United States)	US American		5	4	6	5	2	5	4	5	3	7	2	7	1	7	2	5	6	3	3	4	4	2	2	6	5	6	6
233	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34	bachelors	no	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	Caucasian	White	American	US American		7	6	1	6	1	2	1	1	1	2	6	2	3	7	1	6	5	7	5	6	3	2	1	3	5	1	6
233	nash	United States of America	men	Written off as dead after the events of the Street Fighter Alpha series, Nash makes an unexpected return in Street Fighter V. His Frankenstein’s monster-esque appearance suggests he’s not the harbinger of justice we once knew…	I'll show no mercy!	For Duty	He is a former Captain of the United States Air Force and friend of Guile.	yes	yes	25-34	bachelors	no	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	Caucasian	White	American	US American		1	6	2	3	1	2	1	6	2	6	1	2	5	7	1	5	5	2	6	5	3	1	5	2	5	7	7
233	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	bachelors	no	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	Caucasian	White	American	US American		1	1	7	6	1	1	1	5	3	3	5	1	1	7	1	5	5	2	6	5	6	6	1	7	3	1	6
233	deviljin	Unknown	men	After he defeated Azazel, Jin Kazama was apprehended by UN troops. As his unconscious body was being transported by helicopter, he became possessed by his devil form, ripped free from his straitjacket, tore through the helicopter's fuselage with a powerful beam attack, and then escaped. Intermittently fending off the UN's attempts to recapture him, Devil Jin wandered the desert until he stumbled across a town in the Middle East. His arrival at the town's bazaar sent the civilians fleeing for their lives, turning the once buzzing settlement into an abandoned husk. That is until a certain someone showed his face…	Fear my wrath.	Dominance	He seeks to achieve ultimate power and will do whatever it takes to achieve it.	yes	yes	25-34	bachelors	no	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	Caucasian	White	American	US American		1	5	3	2	1	6	2	7	5	7	1	7	5	1	1	1	2	2	2	1	3	1	5	3	1	1	1
233	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	25-34	bachelors	no	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	Caucasian	White	American	US American		2	3	5	6	1	5	1	6	5	6	1	5	1	7	1	3	3	2	3	3	5	1	1	2	3	7	7
22	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	25-34	bachelors	sfv	tk7	yes	yes	weekly	often	occasionally	English				Male	Male	Hispanic	Hispanic	American	US American	good	6	6	5	5	5	6	6	6	4	5	6	6	6	5	6	5	5	5	5	5	5	6	6	5	5	6	5
22	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	25-34	bachelors	sfv	tk7	yes	yes	weekly	often	occasionally	English				Male	Male	Hispanic	Hispanic	American	US American	good	6	6	5	5	5	6	6	6	6	5	6	6	6	5	6	5	5	5	5	5	5	6	6	5	5	6	5
22	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	25-34	bachelors	sfv	tk7	yes	yes	weekly	often	occasionally	English				Male	Male	Hispanic	Hispanic	American	US American	good	6	6	5	5	5	6	6	6	6	5	6	6	6	5	6	5	5	5	5	5	5	6	6	5	5	6	5
22	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	yes	yes	25-34	bachelors	sfv	tk7	yes	yes	weekly	often	occasionally	English				Male	Male	Hispanic	Hispanic	American	US American	good	6	6	5	5	5	6	6	6	6	5	6	6	6	5	6	5	5	5	5	5	5	6	6	5	5	6	5
22	balrog	United States of America	men	As one of the four kings of Shadaloo, Balrog is a remorseless boxer who loves money, women, and bourbon. As long as Shadaloo continue to provide him with all three, he will fight for them.	There's no escape!	For Duty	He is a greedy American boxer and personal bodyguard to M. Bison.	yes	yes	25-34	bachelors	sfv	tk7	yes	yes	weekly	often	occasionally	English				Male	Male	Hispanic	Hispanic	American	US American	good	6	6	5	5		6	6	6	6	5	6	6	6	5	6	5	5	5	5		5	6	6	5	5	6	5
523	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	25-34	associate	sfv	sfv	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		3	3	7	6	5	3	3	3	3	3	3	2	2	4	3	5	5	6	5	6	6	3	1	4	1	1	2
523	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	25-34	associate	sfv	sfv	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		2	5	1	1	3	6	3	7	3	6	2	6	5	2	5	3	5	1	2	3	2	3	7	3	2	5	4
523	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	25-34	associate	sfv	sfv	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		2	4	4	6	2	2	2	3	3	4	3	2	2	4	2	1	5	6	6	6	5	4	2	6	5	5	5
523	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	yes	yes	25-34	associate	sfv	sfv	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		4	3	5	5	1	6	3	2	3	5	3	4	3	4	2	5	5	6	3	5	5	6	3	6	5	5	5
523	balrog	United States of America	men	As one of the four kings of Shadaloo, Balrog is a remorseless boxer who loves money, women, and bourbon. As long as Shadaloo continue to provide him with all three, he will fight for them.	There's no escape!	For Duty	He is a greedy American boxer and personal bodyguard to M. Bison.	yes	yes	25-34	associate	sfv	sfv	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	American	US American		6	5	3	4	5	3	3	7	5	7	1	6	3	5	2	3	3	1	5	2	3	3	4	5	2	4	4
414	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	18-24	technical	both	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	African American	American + Black	American	US American		4	1	7	6	2	7	3	6	2	4	2	2	3	4	1	3	6	4	1	3	6	4	1	6	4	2	3
414	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	18-24	technical	both	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	African American	American + Black	American	US American		5	7	2	1	6	6	5	7	5	7	1	7	6	5	6	4	3	1	3	2	2	1	7	4	2	1	5
414	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	18-24	technical	both	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	African American	American + Black	American	US American		5	3	2	5	1	6	5	2	2	6	1	1	2	6	3	6	5	4	3	6	4	4	1	3	3	2	2
